model,type,Dominant_Moving,Env1,Env2,Env3,Env4,Env5,Env6,Env7,Env8,Env9,Env10,Env11,Env12,Env13,Env14,Env15,Env16
824,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
825,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
825,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
826,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
826,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
827,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
827,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
828,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-300.0000000000068,-99.9999999999986,-99500.00000000132,-99.9999999999986
828,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.0,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
829,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-300.0000000000068,-99.9999999999986,-99500.00000000132,-99.9999999999986
829,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99300.00000000131,-300.0000000000068,-99.9999999999986
830,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
830,target,False,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
831,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
831,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
832,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
832,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
833,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986
833,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-199.99999999999432,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-300.0000000000068,-99.9999999999986
834,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
834,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
835,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
835,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
836,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
836,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
837,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,999.5,999.5,-99.9999999999986
837,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,999.5,999.5,-99.9999999999986
838,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-50099.99999999911,999.5,999.5,999.5,999.5,-99.9999999999986
838,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-50099.99999999911,999.5,999.5,999.5,999.5,-99.9999999999986
839,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
839,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
840,train,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,999.2,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
840,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,999.2,999.2,999.6,999.6,999.2,-100100.00000000132,999.5,999.5,999.5,999.5,999.6
841,train,False,-400.00000000002234,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-199.9999999999944,-300.0000000000068,-98900.00000000127,-99000.00000000127,999.0
841,target,False,999.6,999.6,999.6,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.6,-99.9999999999986,-99.9999999999986,-99.9999999999986,-199.9999999999944,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.4
842,train,False,-199.9999999999944,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-600.0000000000224,-99.9999999999986,-99.9999999999986,-98800.00000000127,-98500.00000000124,-99.9999999999986,999.5,999.5,-59199.999999999025,-99.9999999999986,-99.9999999999986
842,target,False,-199.9999999999944,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-300.0000000000069,-99.9999999999986,-99.9999999999986,-98700.00000000124,-99.9999999999986,-99.9999999999986,-98700.00000000124,-199.9999999999944,999.1,999.1,-99.9999999999986
843,train,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100000.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
843,target,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-100000.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
844,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,999.5,999.5,-99.9999999999986
844,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,999.5,999.5,999.6
845,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
845,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
846,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
846,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
847,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
847,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
848,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
848,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
849,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
849,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,999.6
850,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
850,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986
851,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
851,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
852,train,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-99300.00000000131,-300.0000000000068,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
852,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986
853,train,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.8,999.5,999.5,-99300.00000000131,-300.0000000000068,-99.9999999999986
853,target,False,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.8,999.5,999.5,-99300.00000000131,-300.0000000000068,-99.9999999999986
854,train,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986
854,target,False,-300.0000000000068,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99.9999999999986,-99300.00000000131,-99.9999999999986,-100100.00000000132,-99.9999999999986,-99500.00000000132,-99.9999999999986,-99.9999999999986,-99.9999999999986
855,train,False,999.6,999.6,999.6,999.6,999.0,-99.9999999999986,-99.9999999999986,999.6,999.0,999.2,-99.9999999999986,999.5,999.5,999.1,999.1,999.6
855,target,False,999.6,999.6,999.6,999.6,999.0,-99.9999999999986,-99.9999999999986,999.6,999.0,999.2,-99.9999999999986,999.5,999.5,999.1,999.1,999.6
856,train,False,999.6,999.6,999.6,999.6,999.2,999.0,999.0,999.6,999.4,999.2,-99.9999999999986,998.7,998.7,998.7,998.7,999.6
856,target,False,999.6,999.6,999.6,999.6,999.2,999.0,999.0,999.6,999.4,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.5,998.5,999.6
857,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,999.5,999.5,998.1,999.5,999.6
857,target,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.2,999.2,-99.9999999999986,999.5,999.5,999.5,999.5,999.6
858,train,False,999.4,999.6,999.4,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.2,999.6,999.0,-99.9999999999986,-99.9999999999986,-99.9999999999986,998.9,998.5,999.6
858,target,False,999.2,999.4,999.2,999.2,998.9,-99.9999999999986,-99.9999999999986,999.2,999.6,999.0,-99.9999999999986,998.5,998.5,998.5,998.5,999.6
859,train,False,999.6,999.6,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,999.6,999.6,999.2,-99.9999999999986,-99.9999999999986,-99.9999999999986,999.3,999.3,999.6
