model,type,Dominant_Moving,Env1,Env2,Env3,Env4,Env5,Env6,Env7,Env8,Env9,Env10,Env11,Env12
248.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
248.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,9.0,999.0,999.0,999.0,999.0
249.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
249.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,219.0
249.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
249.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
250.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
250.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
250.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
250.0,target,False,999.0,341.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
251.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
251.0,train,False,999.0,999.0,999.0,999.0,490.0,999.0,999.0,999.0,999.0,999.0,999.0,446.0
251.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
251.0,target,False,999.0,152.0,999.0,999.0,632.0,999.0,999.0,999.0,948.0,999.0,999.0,219.0
252.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
252.0,train,False,5.0,3.0,10.0,3.0,999.0,76.0,999.0,3.0,999.0,999.0,999.0,999.0
252.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
252.0,target,False,5.0,3.0,10.0,3.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0,999.0
253.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
253.0,train,False,999.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,18.0,999.0,917.0,999.0
253.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
253.0,target,False,999.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,4.0,999.0,999.0,999.0
254.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
254.0,train,False,999.0,341.0,999.0,64.0,999.0,368.0,999.0,41.0,999.0,999.0,40.0,999.0
254.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
254.0,target,False,999.0,341.0,999.0,64.0,999.0,368.0,999.0,41.0,999.0,999.0,40.0,999.0
255.0,train,True,28.0,3.0,10.0,5.0,3.0,7.0,5.0,5.0,5.0,15.0,9.0,4.0
255.0,train,False,5.0,7.0,5.0,5.0,999.0,999.0,999.0,5.0,999.0,406.0,999.0,999.0
255.0,target,True,28.0,3.0,5.0,12.0,3.0,7.0,5.0,24.0,3.0,11.0,9.0,4.0
255.0,target,False,441.0,5.0,999.0,58.0,999.0,486.0,999.0,253.0,999.0,999.0,999.0,999.0
256.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
256.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
256.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
256.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
257.0,train,True,28.0,3.0,5.0,12.0,3.0,7.0,5.0,24.0,7.0,11.0,9.0,4.0
257.0,train,False,999.0,125.0,129.0,999.0,999.0,999.0,999.0,31.0,999.0,999.0,999.0,147.0
257.0,target,True,69.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
257.0,target,False,999.0,73.0,129.0,999.0,999.0,999.0,999.0,31.0,999.0,999.0,741.0,4.0
258.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
258.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
258.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
258.0,target,False,999.0,999.0,999.0,999.0,438.0,999.0,999.0,999.0,999.0,999.0,999.0,36.0
259.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
259.0,train,False,999.0,999.0,244.0,999.0,999.0,219.0,766.0,999.0,999.0,999.0,999.0,999.0
259.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
259.0,target,False,999.0,999.0,999.0,479.0,999.0,296.0,468.0,999.0,999.0,999.0,264.0,999.0
260.0,train,True,11.0,3.0,10.0,10.0,3.0,7.0,7.0,14.0,5.0,11.0,9.0,4.0
260.0,train,False,11.0,999.0,999.0,57.0,999.0,999.0,999.0,999.0,9.0,999.0,999.0,194.0
260.0,target,True,18.0,3.0,9.0,9.0,3.0,7.0,5.0,9.0,5.0,9.0,9.0,4.0
260.0,target,False,9.0,9.0,9.0,9.0,999.0,999.0,999.0,9.0,7.0,999.0,999.0,81.0
261.0,train,True,24.0,3.0,11.0,12.0,3.0,7.0,5.0,14.0,5.0,15.0,9.0,4.0
261.0,train,False,89.0,117.0,313.0,91.0,999.0,999.0,999.0,9.0,999.0,999.0,999.0,14.0
261.0,target,True,27.0,3.0,41.0,12.0,3.0,7.0,7.0,12.0,5.0,11.0,9.0,4.0
261.0,target,False,68.0,14.0,339.0,23.0,999.0,999.0,999.0,71.0,999.0,999.0,999.0,104.0
262.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,11.0,5.0,17.0,9.0,4.0
262.0,train,False,999.0,999.0,999.0,999.0,999.0,432.0,31.0,999.0,999.0,999.0,394.0,999.0
262.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,11.0,5.0,22.0,9.0,4.0
262.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,113.0,999.0,999.0,999.0,999.0,999.0
263.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
263.0,train,False,999.0,999.0,999.0,999.0,11.0,999.0,999.0,999.0,33.0,999.0,893.0,320.0
263.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
263.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,666.0,999.0,999.0,999.0
264.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
264.0,train,False,999.0,152.0,41.0,999.0,387.0,139.0,64.0,999.0,249.0,999.0,999.0,214.0
264.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
264.0,target,False,598.0,48.0,29.0,55.0,999.0,999.0,999.0,11.0,290.0,999.0,999.0,999.0
265.0,train,True,5.0,3.0,10.0,11.0,3.0,7.0,5.0,14.0,5.0,11.0,9.0,4.0
265.0,train,False,3.0,999.0,66.0,57.0,999.0,21.0,9.0,11.0,999.0,39.0,999.0,999.0
265.0,target,True,27.0,3.0,17.0,10.0,3.0,7.0,7.0,14.0,5.0,11.0,9.0,4.0
265.0,target,False,341.0,167.0,163.0,21.0,999.0,19.0,15.0,68.0,999.0,69.0,575.0,999.0
266.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
266.0,train,False,999.0,341.0,999.0,64.0,999.0,368.0,999.0,41.0,999.0,999.0,40.0,999.0
266.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
266.0,target,False,999.0,341.0,999.0,64.0,999.0,368.0,999.0,41.0,999.0,999.0,40.0,999.0
267.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,17.0,9.0,4.0
267.0,train,False,4.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,9.0,118.0,999.0,4.0
267.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,17.0,9.0,4.0
267.0,target,False,4.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,9.0,118.0,999.0,4.0
268.0,train,True,9.0,3.0,10.0,11.0,3.0,7.0,7.0,6.0,3.0,7.0,9.0,4.0
268.0,train,False,31.0,3.0,68.0,15.0,999.0,999.0,999.0,14.0,7.0,7.0,999.0,897.0
268.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
268.0,target,False,5.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,3.0,7.0,999.0,95.0
269.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
269.0,train,False,5.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,7.0,999.0,999.0
269.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
269.0,target,False,5.0,3.0,3.0,3.0,999.0,106.0,999.0,3.0,999.0,7.0,999.0,999.0
270.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
270.0,train,False,3.0,5.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0,999.0
270.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
270.0,target,False,3.0,5.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0,999.0
271.0,train,True,27.0,3.0,10.0,11.0,3.0,7.0,5.0,11.0,5.0,7.0,9.0,4.0
271.0,train,False,27.0,999.0,339.0,37.0,999.0,999.0,999.0,119.0,999.0,33.0,999.0,999.0
271.0,target,True,27.0,3.0,10.0,11.0,3.0,7.0,5.0,11.0,5.0,7.0,9.0,4.0
271.0,target,False,27.0,999.0,413.0,47.0,999.0,999.0,999.0,7.0,999.0,7.0,999.0,999.0
272.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
272.0,train,False,5.0,999.0,3.0,3.0,999.0,999.0,999.0,5.0,3.0,7.0,999.0,4.0
272.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,7.0,9.0,4.0
272.0,target,False,3.0,999.0,3.0,7.0,999.0,999.0,999.0,4.0,3.0,9.0,999.0,4.0
273.0,train,True,3.0,3.0,3.0,4.0,3.0,7.0,5.0,14.0,5.0,7.0,9.0,4.0
273.0,train,False,4.0,678.0,3.0,4.0,999.0,999.0,999.0,125.0,12.0,7.0,999.0,999.0
273.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
273.0,target,False,16.0,676.0,3.0,3.0,999.0,999.0,999.0,122.0,999.0,10.0,999.0,999.0
274.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
274.0,train,False,3.0,7.0,3.0,3.0,999.0,999.0,999.0,3.0,5.0,999.0,999.0,999.0
274.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
274.0,target,False,3.0,150.0,3.0,3.0,999.0,999.0,999.0,3.0,5.0,999.0,999.0,999.0
275.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,17.0,9.0,4.0
275.0,train,False,4.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,3.0,7.0,999.0,4.0
275.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
275.0,target,False,5.0,3.0,3.0,3.0,999.0,666.0,999.0,3.0,3.0,7.0,999.0,4.0
276.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
276.0,train,False,5.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,3.0,7.0,999.0,6.0
276.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,7.0,9.0,4.0
276.0,target,False,5.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,3.0,7.0,999.0,6.0
277.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,6.0,5.0,9.0,9.0,4.0
277.0,train,False,5.0,3.0,5.0,3.0,999.0,999.0,999.0,4.0,3.0,7.0,999.0,8.0
277.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,6.0,5.0,9.0,9.0,4.0
277.0,target,False,5.0,3.0,5.0,3.0,999.0,999.0,999.0,4.0,3.0,7.0,999.0,70.0
278.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,17.0,9.0,4.0
278.0,train,False,3.0,3.0,3.0,3.0,710.0,999.0,999.0,3.0,999.0,999.0,999.0,10.0
278.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
278.0,target,False,182.0,3.0,3.0,3.0,527.0,999.0,999.0,3.0,999.0,999.0,999.0,10.0
279.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,7.0,5.0,9.0,9.0,4.0
279.0,train,False,3.0,8.0,5.0,3.0,999.0,999.0,999.0,4.0,7.0,9.0,999.0,4.0
279.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
279.0,target,False,5.0,5.0,3.0,3.0,999.0,999.0,999.0,4.0,3.0,11.0,999.0,4.0
280.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
280.0,train,False,5.0,717.0,3.0,3.0,999.0,216.0,999.0,3.0,3.0,23.0,999.0,4.0
280.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,3.0,9.0,9.0,4.0
280.0,target,False,5.0,999.0,3.0,3.0,19.0,44.0,129.0,3.0,3.0,13.0,999.0,4.0
281.0,train,True,28.0,3.0,5.0,8.0,3.0,7.0,5.0,13.0,3.0,7.0,9.0,4.0
281.0,train,False,999.0,999.0,164.0,275.0,999.0,999.0,384.0,143.0,999.0,7.0,999.0,118.0
281.0,target,True,28.0,3.0,5.0,8.0,3.0,7.0,5.0,13.0,5.0,7.0,9.0,4.0
281.0,target,False,27.0,999.0,164.0,215.0,999.0,999.0,999.0,116.0,999.0,7.0,999.0,179.0
282.0,train,True,7.0,3.0,10.0,5.0,3.0,7.0,7.0,5.0,7.0,9.0,9.0,4.0
282.0,train,False,5.0,693.0,5.0,5.0,999.0,999.0,999.0,6.0,9.0,527.0,999.0,999.0
282.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
282.0,target,False,7.0,717.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,885.0,999.0,999.0
283.0,train,True,8.0,3.0,5.0,10.0,3.0,7.0,7.0,7.0,3.0,8.0,9.0,4.0
283.0,train,False,7.0,118.0,7.0,7.0,999.0,999.0,999.0,8.0,5.0,999.0,999.0,4.0
283.0,target,True,8.0,3.0,5.0,10.0,3.0,7.0,7.0,7.0,3.0,10.0,9.0,4.0
283.0,target,False,7.0,999.0,7.0,7.0,999.0,999.0,999.0,7.0,8.0,357.0,999.0,4.0
284.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,9.0,9.0,4.0
284.0,train,False,3.0,3.0,3.0,3.0,999.0,659.0,999.0,3.0,3.0,9.0,999.0,18.0
284.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,9.0,9.0,4.0
284.0,target,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,3.0,9.0,999.0,492.0
285.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,7.0,9.0,4.0
285.0,train,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,6.0,3.0,999.0,999.0,301.0
285.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,7.0,9.0,4.0
285.0,target,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,6.0,3.0,999.0,999.0,301.0
286.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,3.0,17.0,9.0,4.0
286.0,train,False,4.0,3.0,3.0,3.0,395.0,999.0,999.0,3.0,7.0,999.0,999.0,4.0
286.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,7.0,3.0,9.0,9.0,4.0
286.0,target,False,3.0,3.0,3.0,3.0,418.0,999.0,999.0,3.0,10.0,999.0,999.0,8.0
287.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
287.0,train,False,7.0,999.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,330.0,999.0,58.0
287.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
287.0,target,False,7.0,999.0,3.0,3.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0,155.0
288.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
288.0,train,False,5.0,971.0,3.0,3.0,999.0,999.0,999.0,7.0,95.0,7.0,999.0,7.0
288.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
288.0,target,False,5.0,3.0,11.0,3.0,999.0,999.0,999.0,3.0,693.0,13.0,999.0,6.0
289.0,train,True,9.0,3.0,10.0,5.0,3.0,7.0,5.0,14.0,3.0,7.0,9.0,4.0
289.0,train,False,5.0,136.0,999.0,5.0,999.0,627.0,999.0,160.0,3.0,8.0,999.0,999.0
289.0,target,True,28.0,3.0,5.0,12.0,3.0,7.0,5.0,14.0,5.0,7.0,9.0,4.0
289.0,target,False,589.0,999.0,366.0,395.0,164.0,729.0,999.0,999.0,3.0,7.0,999.0,999.0
290.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
290.0,train,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,11.0,683.0,999.0,999.0
290.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
290.0,target,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,11.0,999.0,999.0,999.0
291.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
291.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0
291.0,target,True,19.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
291.0,target,False,8.0,577.0,999.0,999.0,999.0,999.0,999.0,126.0,3.0,999.0,999.0,999.0
292.0,train,True,13.0,3.0,10.0,10.0,3.0,7.0,7.0,22.0,7.0,17.0,9.0,4.0
292.0,train,False,364.0,39.0,62.0,35.0,999.0,999.0,999.0,17.0,9.0,999.0,999.0,4.0
292.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,8.0,5.0,9.0,9.0,4.0
292.0,target,False,15.0,3.0,3.0,3.0,395.0,999.0,999.0,3.0,7.0,999.0,999.0,4.0
293.0,train,True,5.0,3.0,5.0,6.0,3.0,7.0,7.0,7.0,5.0,11.0,9.0,4.0
293.0,train,False,5.0,5.0,5.0,5.0,999.0,999.0,999.0,5.0,999.0,43.0,999.0,255.0
293.0,target,True,5.0,3.0,10.0,5.0,3.0,7.0,7.0,35.0,5.0,8.0,9.0,4.0
293.0,target,False,97.0,3.0,114.0,5.0,999.0,999.0,999.0,65.0,535.0,7.0,999.0,270.0
294.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
294.0,train,False,580.0,85.0,475.0,99.0,999.0,999.0,999.0,36.0,11.0,999.0,999.0,999.0
294.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
294.0,target,False,13.0,13.0,14.0,13.0,999.0,999.0,999.0,14.0,12.0,999.0,999.0,377.0
295.0,train,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
295.0,train,False,3.0,3.0,3.0,3.0,119.0,36.0,9.0,3.0,5.0,78.0,999.0,5.0
295.0,target,True,3.0,3.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,17.0,9.0,4.0
295.0,target,False,3.0,3.0,3.0,3.0,999.0,999.0,999.0,3.0,5.0,999.0,999.0,4.0
296.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
296.0,train,False,999.0,341.0,999.0,64.0,999.0,319.0,999.0,999.0,999.0,999.0,999.0,31.0
296.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
296.0,target,False,999.0,152.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,12.0,999.0
297.0,train,True,12.0,3.0,9.0,16.0,3.0,7.0,7.0,10.0,7.0,11.0,9.0,4.0
297.0,train,False,10.0,85.0,54.0,123.0,942.0,999.0,999.0,999.0,999.0,999.0,999.0,299.0
297.0,target,True,9.0,3.0,10.0,14.0,3.0,7.0,7.0,23.0,5.0,9.0,9.0,4.0
297.0,target,False,750.0,9.0,17.0,23.0,406.0,999.0,999.0,223.0,999.0,999.0,999.0,172.0
298.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
298.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
298.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
298.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0
323.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
323.0,train,False,386.0,999.0,849.0,999.0,999.0,999.0,999.0,904.0,999.0,80.0,999.0,999.0
323.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
323.0,target,False,807.0,728.0,681.0,999.0,999.0,999.0,999.0,931.0,999.0,326.0,999.0,999.0
324.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
324.0,train,False,999.0,999.0,999.0,999.0,189.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0
324.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
324.0,target,False,999.0,999.0,999.0,999.0,189.0,999.0,999.0,999.0,3.0,999.0,999.0,999.0
325.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
325.0,train,False,999.0,152.0,77.0,54.0,999.0,999.0,888.0,8.0,999.0,999.0,999.0,203.0
325.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
325.0,target,False,999.0,999.0,98.0,33.0,999.0,999.0,999.0,62.0,3.0,999.0,999.0,155.0
326.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
326.0,train,False,14.0,239.0,499.0,14.0,947.0,999.0,999.0,10.0,3.0,999.0,999.0,4.0
326.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,3.0,9.0,9.0,4.0
326.0,target,False,14.0,239.0,195.0,63.0,981.0,999.0,523.0,8.0,3.0,999.0,999.0,999.0
327.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
327.0,train,False,452.0,999.0,788.0,208.0,999.0,713.0,999.0,667.0,696.0,9.0,999.0,999.0
327.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
327.0,target,False,112.0,999.0,999.0,202.0,999.0,849.0,999.0,999.0,367.0,9.0,999.0,246.0
328.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
328.0,train,False,459.0,999.0,937.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,816.0
328.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
328.0,target,False,459.0,999.0,937.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,816.0
329.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
329.0,train,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,219.0
329.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
329.0,target,False,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,219.0
330.0,train,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
330.0,train,False,999.0,246.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,4.0
330.0,target,True,28.0,3.0,10.0,10.0,3.0,7.0,7.0,14.0,5.0,11.0,9.0,4.0
330.0,target,False,999.0,125.0,5.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,4.0
331.0,train,True,24.0,3.0,10.0,7.0,3.0,7.0,7.0,5.0,5.0,9.0,9.0,4.0
331.0,train,False,999.0,999.0,999.0,999.0,999.0,307.0,407.0,999.0,999.0,999.0,891.0,999.0
331.0,target,True,24.0,3.0,10.0,12.0,3.0,7.0,5.0,5.0,5.0,9.0,9.0,4.0
331.0,target,False,999.0,169.0,999.0,999.0,999.0,814.0,999.0,999.0,999.0,999.0,650.0,12.0
332.0,train,True,27.0,3.0,11.0,12.0,3.0,7.0,5.0,14.0,5.0,15.0,9.0,4.0
332.0,train,False,89.0,999.0,999.0,999.0,999.0,999.0,999.0,698.0,999.0,999.0,999.0,338.0
332.0,target,True,27.0,3.0,10.0,12.0,3.0,7.0,5.0,10.0,5.0,9.0,9.0,4.0
332.0,target,False,368.0,999.0,865.0,214.0,999.0,320.0,999.0,999.0,999.0,867.0,999.0,999.0
333.0,train,True,28.0,3.0,10.0,10.0,3.0,7.0,7.0,5.0,5.0,9.0,9.0,4.0
333.0,train,False,999.0,7.0,126.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,543.0,999.0
333.0,target,True,28.0,3.0,10.0,10.0,3.0,7.0,7.0,5.0,5.0,9.0,9.0,4.0
333.0,target,False,999.0,5.0,128.0,103.0,999.0,999.0,999.0,34.0,999.0,999.0,701.0,154.0
334.0,train,True,7.0,3.0,10.0,16.0,3.0,7.0,7.0,8.0,5.0,11.0,9.0,4.0
334.0,train,False,999.0,7.0,203.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,999.0,168.0
