154,155,43,-33,49.6827259064,train
155,156,69,-59,79.6428689957,train
156,157,45,-35,51.9273438454,train
157,158,541,-531,629.8492329119999,train
158,159,76,-66,89.0592689514,train
159,160,31,-21,36.889803886399996,train
160,161,32,-22,37.5222969055,train
161,162,66,-56,76.9035129547,train
162,163,86,-76,100.10602998700001,train
163,164,1000,-1000,1175.04528499,train
164,165,36,-26,43.1435480118,train
165,166,343,-333,405.96343684199996,train
166,167,7,3,8.238325834269999,train
167,168,497,-487,594.0160949230001,train
168,169,12,-2,14.6833438873,train
169,170,98,-88,117.72672104799999,train
170,171,4,6,4.791688919069999,train
171,172,376,-366,452.099147081,train
172,173,78,-68,94.09683203700001,train
173,174,94,-84,112.662343025,train
174,175,7,3,8.354390144349999,train
175,176,7,3,8.390349864960001,train
176,177,120,-110,146.378065109,train
177,178,26,-16,31.4549539089,train
178,179,111,-101,135.247710943,train
179,180,10,0,12.162602901500001,train
180,181,17,-7,20.6540989876,train
181,182,54,-44,66.8973200321,train
182,183,25,-15,30.919489145300002,train
183,184,15,-5,18.378223895999998,train
184,185,107,-97,130.201681852,train
185,186,87,-77,107.00194191899999,train
186,187,26,-16,31.5868639946,train
187,188,390,-380,475.932689905,train
188,189,113,-103,140.915629864,train
189,190,25,-15,31.030519008600002,train
190,191,813,-803,1008.48413897,train
191,192,12,-2,15.0794939995,train
192,193,8,2,10.060621023200001,train
193,194,101,-91,126.719313145,train
194,195,15,-5,18.7199718952,train
195,196,57,-47,71.1428511143,train
196,197,208,-198,260.896741867,train
197,198,10,0,12.5426690578,train
198,199,16,-6,20.04936409,train
199,200,50,-40,62.3962898254,train
200,201,1000,-1000,1270.19114304,train
201,202,143,-133,182.784598112,train
202,203,73,-63,93.38221883770001,train
203,204,6,4,7.651141881939999,train
204,205,280,-270,359.000617981,train
205,206,177,-167,228.435927868,train
206,207,12,-2,15.465078115499999,train
207,208,25,-15,32.2915492058,train
208,209,702,-692,910.786197901,train
209,210,611,-601,806.265249968,train
210,211,123,-113,161.53332805600002,train
211,212,21,-11,27.5733418465,train
212,213,339,-329,448.86475992199996,train
213,214,813,-803,1085.44375205,train
214,215,122,-112,163.59930610700002,train
215,216,66,-56,89.0948729515,train
216,217,19,-9,25.6736700535,train
217,218,8,2,10.710670947999999,train
218,219,22,-12,29.4151499271,train
219,220,13,-3,17.5734739304,train
220,221,41,-31,54.588543891899995,train
221,222,44,-34,61.161329984700004,train
222,223,471,-461,635.74448204,train
223,224,54,-44,73.4985458851,train
224,225,90,-80,122.722254992,train
225,226,385,-375,526.299217939,train
226,227,34,-24,47.132416963599994,train
227,228,53,-43,72.1863610744,train
228,229,21,-11,28.571662902800004,train
229,230,33,-23,45.216443777100004,train
230,231,1000,-1000,1377.33878589,train
231,232,16,-6,22.0978770256,train
232,233,79,-69,110.413504124,train
233,234,23,-13,31.975883006999997,train
234,235,20,-10,27.837518930399998,train
235,236,44,-34,61.115483999300004,train
236,237,212,-202,296.091271162,train
237,238,1000,-1000,1420.49495316,train
238,239,277,-267,391.97634887699996,train
239,240,1000,-1000,1431.25011301,train
240,241,1000,-1000,1449.29007888,train
241,242,79,-69,115.748725891,train
242,243,1000,-1000,1466.39286017,train
243,244,1000,-1000,1490.08584094,train
244,245,560,-550,842.8408200739999,train
245,246,1000,-1000,1516.71040487,train
246,247,1000,-1000,1540.38659406,train
247,248,1000,-1000,1558.49626899,train
248,249,1000,-1000,1571.33296108,train
249,250,187,-177,295.66847682,train
250,251,1000,-1000,1603.00228405,train
251,252,1000,-1000,1630.94237089,train
252,253,336,-326,552.9424989219999,train
253,254,1000,-1000,1642.94368601,train
254,255,1000,-1000,1517.76388097,train
255,256,1000,-1000,1661.01703596,train
256,257,1000,-1000,1617.47390795,train
257,258,1000,-1000,1837.57398605,train
258,259,1000,-1000,2032.42488599,train
259,260,1000,-1000,2051.94928789,train
260,261,1000,-1000,2156.99980712,train
261,262,1000,-1000,2037.99335408,train
262,263,1000,-1000,2059.24410701,train
263,264,1000,-1000,2408.82539606,train
264,265,1000,-1000,2442.68835211,train
265,266,369,-359,910.421762943,train
266,267,1000,-1000,2497.16076207,train
267,268,1000,-1000,2499.83254504,train
268,269,1000,-1000,2518.43316293,train
269,270,1000,-1000,2533.02894306,train
270,271,1000,-1000,2595.71358418,train
271,272,1000,-1000,2618.12168002,train
272,273,1000,-1000,2667.321486,train
273,274,1000,-1000,2665.32963705,train
274,275,1000,-1000,2694.40601087,train
275,276,30,-20,82.8788979053,train
276,277,1000,-1000,2729.28801107,train
277,278,1000,-1000,2733.9106679,train
278,279,1000,-1000,2644.84948301,train
279,280,245,-235,628.230033875,train
280,281,1000,-1000,2555.36751294,train
