1,196,-186
2,1000,-1000
3,1000,-1000
4,1000,-1000
5,1000,-1000
6,423,-413
7,28,-18
8,1000,-1000
9,280,-270
10,1000,-1000
11,189,-179
12,17,-7
13,149,-139
14,779,-769
15,147,-137
16,526,-516
17,214,-204
18,466,-456
19,452,-442
