0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,20
74,1,0.01,adam,avg,1000,None,relu,10,200,0.1,0.99,100,10,True,10,False,"[-10.0, 1000.0, -1.0]"
